"Labour force characteristics by gender and detailed age group, monthly, unadjusted for seasonality 1 2"
"Frequency: Monthly"
"Table: 14-10-0017-01 (formerly CANSIM 282-0001)"
"Release date: 2026-02-06"
"Geography: Canada, Province or territory"
""
""

,,,"Labour force characteristics","Employment 6  (x 1,000)","Unemployment rate 7"
"Geography 3","Gender 4 5","Age group","Reference period"
,,,,"Persons in thousands","Percent"
"Newfoundland and Labrador","Total - Gender","15 years and over","January 2016","220.7","16.7"
,,,"April 2018","2,180.6","7.0"
,,,"May 2018","2,251.5","5.7"
,,,"June 2018","2,268.5","5.6"
,,,"July 2018","2,277.0","5.5"
,,,"August 2018","2,248.4","6.1"
,,,"September 2018","2,241.9","4.6"
,,,"October 2018","2,232.3","4.6"
,,,"November 2018","2,245.6","4.9"
,,,"December 2018","2,217.2","5.6"
,,,"January 2019","2,178.2","6.7"
,,,"February 2019","2,179.3","7.1"
,,,"March 2019","2,177.7","7.3"
,,,"April 2019","2,203.1","6.7"
,,,"May 2019","2,268.3","5.7"
,,,"June 2019","2,301.0","5.2"
,,,"July 2019","2,321.9","4.7"
,,,"August 2019","2,311.3","4.9"
,,,"September 2019","2,288.4","4.6"
,,,"October 2019","2,280.3","4.6"
,,,"November 2019","2,250.7","4.8"
,,,"December 2019","2,243.4","5.3"
,,,"January 2020","2,196.6","6.5"
,,,"February 2020","2,216.1","5.9"
,,,"March 2020","2,105.8","8.4"
,,,"April 2020","1,776.0","20.3"
,,,"May 2020","1,995.0","14.3"
,,,"June 2020","2,185.7","9.4"
,,,"July 2020","2,221.1","9.3"
,,,"August 2020","2,248.6","7.7"
,,,"September 2020","2,275.5","6.0"
,,,"October 2020","2,242.4","7.2"
,,,"November 2020","2,229.8","7.1"
,,,"December 2020","2,188.5","7.4"
,,,"January 2021","2,110.9","9.8"
,,,"February 2021","2,169.1","7.6"
,,,"March 2021","2,173.5","8.5"
,,,"April 2021","2,176.5","8.0"
,,,"May 2021","2,248.0","6.4"
,,,"June 2021","2,322.3","5.5"
,,,"July 2021","2,311.7","6.0"
,,,"August 2021","2,287.1","6.0"
,,,"September 2021","2,293.2","5.0"
,,,"October 2021","2,279.1","4.7"
,,,"November 2021","2,290.7","4.6"
,,,"December 2021","2,267.1","4.8"
,,,"January 2022","2,182.4","6.5"
,,,"February 2022","2,231.6","5.3"
,,,"March 2022","2,242.1","5.3"
,,,"April 2022","2,246.7","5.3"
,,,"May 2022","2,317.3","4.7"
,,,"June 2022","2,340.5","3.8"
,,,"July 2022","2,370.3","4.4"
,,,"August 2022","2,360.5","4.4"
,,,"September 2022","2,334.2","4.0"
,,,"October 2022","2,352.0","3.6"
,,,"November 2022","2,351.2","3.9"
,,,"December 2022","2,332.5","4.5"
,,,"January 2023","2,312.7","6.0"
,,,"February 2023","2,303.2","5.2"
,,,"March 2023","2,311.6","5.0"
,,,"April 2023","2,317.3","5.2"
,,,"May 2023","2,388.3","4.2"
,,,"June 2023","2,427.1","4.2"
,,,"July 2023","2,419.5","4.7"
,,,"August 2023","2,412.8","4.8"
,,,"September 2023","2,409.1","4.2"
,,,"October 2023","2,406.7","5.0"
,,,"November 2023","2,388.2","5.2"
,,,"December 2023","2,374.2","5.1"
,,,"January 2024","2,332.2","6.0"
,,,"February 2024","2,347.0","6.1"
,,,"March 2024","2,350.3","6.3"
,,,"April 2024","2,377.8","5.5"
,,,"May 2024","2,422.9","5.0"
,,,"June 2024","2,430.9","5.4"
,,,"July 2024","2,448.0","5.5"
,,,"August 2024","2,441.1","5.7"
,,,"September 2024","2,426.8","5.1"
,,,"October 2024","2,432.8","5.6"
,,,"November 2024","2,427.3","5.9"
,,,"December 2024","2,410.4","5.7"
,,,"January 2025","2,358.1","7.1"
,,,"February 2025","2,367.6","6.8"
,,,"March 2025","2,360.8","7.5"
,,,"April 2025","2,401.9","7.4"
,,,"May 2025","2,437.5","6.3"
,,,"June 2025","2,487.2","6.4"
,"Women+",,"January 2016","1,892.2","7.0"
,,,"February 2016","1,910.2","6.1"
,,,"March 2016","1,912.0","6.5"
,,,"April 2016","1,925.9","6.4"
,,,"May 2016","1,952.3","6.1"
,,,"June 2016","1,977.1","5.8"
,,,"July 2016","1,958.7","6.7"
,,,"August 2016","1,941.4","7.6"
,,,"September 2016","1,971.1","5.5"
,,,"October 2016","1,977.5","5.3"
,,,"November 2016","1,962.9","5.0"
,,,"December 2016","1,968.9","5.3"
,,,"January 2017","1,947.3","5.7"
,,,"February 2017","1,951.0","5.7"
,,,"March 2017","1,954.5","5.4"
,,,"April 2017","1,946.3","5.7"
,,,"May 2017","1,970.9","5.4"
,,,"June 2017","2,003.7","6.2"
,,,"July 2017","1,993.6","6.0"
,,,"August 2017","1,981.4","7.2"
,,,"September 2017","1,981.6","5.3"
,,,"October 2017","1,988.7","5.9"
,,,"November 2017","1,980.0","4.9"
,,,"December 2017","1,984.4","4.9"
,,,"January 2018","1,978.1","5.0"
,,,"February 2018","1,974.8","5.9"
,,,"March 2018","2,003.7","4.9"
,,,"April 2018","2,009.6","4.4"
,,,"May 2018","2,043.8","4.3"
,,,"June 2018","2,067.2","4.2"
,,,"July 2018","2,037.6","5.0"
,,,"August 2018","2,024.3","6.5"
,,,"September 2018","2,005.7","5.3"
,,,"October 2018","2,030.5","4.9"
,,,"November 2018","2,018.2","4.8"
,,,"December 2018","2,039.4","4.5"
,,,"January 2019","2,004.4","5.1"
,,,"February 2019","2,022.9","4.7"
,,,"March 2019","2,025.3","4.5"
,,,"April 2019","2,061.8","3.5"
,,,"May 2019","2,061.3","3.7"
,,,"June 2019","2,075.8","3.9"
,,,"July 2019","2,065.4","4.5"
,,,"August 2019","2,061.2","5.4"
,,,"September 2019","2,066.6","4.3"
,,,"October 2019","2,060.7","4.4"
,,,"November 2019","2,037.5","5.1"
,,,"December 2019","2,056.5","4.2"
,,,"January 2020","2,034.6","4.6"
,,,"February 2020","2,045.8","4.4"
,,,"March 2020","1,887.7","9.7"
,,,"April 2020","1,681.6","17.0"
,,,"May 2020","1,780.6","13.5"
,,,"June 2020","1,927.9","10.8"
,,,"July 2020","1,947.6","9.1"
,,,"August 2020","1,947.7","10.4"
,,,"September 2020","1,980.1","7.1"
,,,"October 2020","1,981.0","6.8"
,,,"November 2020","1,976.2","6.3"
,,,"December 2020","1,978.5","5.7"
,,,"January 2021","1,892.5","8.9"
,,,"February 2021","1,961.3","6.3"
,,,"March 2021","1,986.0","5.7"
,,,"April 2021","1,977.7","5.8"
,,,"May 2021","2,008.0","6.3"
,,,"June 2021","2,071.0","5.3"
,,,"July 2021","2,044.6","6.3"
,,,"August 2021","2,023.9","6.8"
,,,"September 2021","2,034.1","5.5"
,,,"October 2021","2,068.2","4.9"
,,,"November 2021","2,075.0","3.7"
,,,"December 2021","2,069.8","4.1"
,,,"January 2022","2,011.9","5.5"
,,,"February 2022","2,067.3","4.2"
,,,"March 2022","2,080.4","3.9"
,,,"April 2022","2,071.7","3.8"
,,,"May 2022","2,121.3","3.2"
,,,"June 2022","2,121.2","3.7"
,,,"July 2022","2,087.6","4.1"
,,,"August 2022","2,069.3","5.5"
,,,"September 2022","2,098.7","3.7"
,,,"October 2022","2,104.3","3.7"
,,,"November 2022","2,105.4","3.1"
,,,"December 2022","2,103.3","3.5"
,,,"January 2023","2,112.0","3.7"
,,,"February 2023","2,119.8","3.8"
,,,"March 2023","2,133.1","4.1"
,,,"April 2023","2,139.1","3.6"
,,,"May 2023","2,167.3","3.2"
,,,"June 2023","2,175.1","3.5"
,,,"July 2023","2,170.5","4.6"
,,,"August 2023","2,149.1","5.0"
,,,"September 2023","2,169.5","3.6"
,,,"October 2023","2,157.3","4.1"
,,,"November 2023","2,154.9","4.5"
,,,"December 2023","2,155.5","4.1"
,,,"January 2024","2,129.1","4.7"
,,,"February 2024","2,137.4","4.2"
,,,"March 2024","2,137.9","4.3"
,,,"April 2024","2,139.6","4.7"
,,,"May 2024","2,172.6","4.6"
,,,"June 2024","2,177.0","5.3"
,,,"July 2024","2,135.9","5.9"
,,,"August 2024","2,143.7","6.8"
,,,"September 2024","2,186.0","4.4"
,,,"October 2024","2,186.8","4.7"
,,,"November 2024","2,198.8","5.0"
,,,"December 2024","2,199.9","4.7"
,,,"January 2025","2,193.0","5.2"
,,,"February 2025","2,202.0","4.6"
,,,"March 2025","2,218.1","4.9"
,,,"April 2025","2,211.2","4.8"
,,,"May 2025","2,232.9","4.6"
,,,"June 2025","2,255.1","5.0"
"Ontario","Total - Gender",,"January 2016","6,798.9","6.8"
,,,"February 2016","6,818.2","6.8"
,,,"March 2016","6,809.0","7.3"
,,,"April 2016","6,842.1","7.2"
,,,"May 2016","7,017.6","6.7"
,,,"June 2016","7,059.2","6.3"
,,,"July 2016","6,988.1","6.9"
,,,"August 2016","7,008.9","7.4"
,,,"September 2016","6,923.2","6.2"
,,,"October 2016","6,968.5","5.9"
,,,"November 2016","7,001.2","5.5"
,,,"December 2016","6,979.4","5.7"
,,,"January 2017","6,923.7","6.6"
,,,"February 2017","6,942.1","6.3"
,,,"March 2017","6,933.7","6.8"
,,,"April 2017","6,979.9","5.9"
,,,"May 2017","7,157.3","6.6"
,,,"June 2017","7,201.4","6.2"
,,,"July 2017","7,201.5","6.6"
,,,"August 2017","7,219.9","6.4"
,,,"September 2017","7,135.7","5.6"
,,,"October 2017","7,184.0","5.5"
,,,"November 2017","7,227.9","5.1"
,,,"December 2017","7,203.2","5.2"
,,,"January 2018","7,064.0","5.8"
,,,"February 2018","7,080.8","5.6"
,,,"March 2018","7,095.6","6.0"
,,,"April 2018","7,144.9","5.4"
,,,"May 2018","7,276.7","6.0"
,,,"June 2018","7,352.5","5.9"
,,,"July 2018","7,387.0","6.1"
,,,"August 2018","7,311.2","6.6"
,,,"September 2018","7,251.6","5.5"
,,,"October 2018","7,293.2","5.2"
,,,"November 2018","7,314.1","4.9"
,,,"December 2018","7,313.5","4.7"
,,,"January 2019","7,212.6","5.8"
,,,"February 2019","7,266.5","5.6"
,,,"March 2019","7,239.4","6.3"
,,,"April 2019","7,321.3","5.9"
,,,"May 2019","7,476.5","5.5"
,,,"June 2019","7,512.7","5.4"
,,,"July 2019","7,464.3","6.3"
,,,"August 2019","7,527.6","6.3"
,,,"September 2019","7,476.0","5.0"
,,,"October 2019","7,469.5","4.9"
,,,"November 2019","7,493.1","4.9"
,,,"December 2019","7,494.8","4.6"
,,,"January 2020","7,406.3","5.4"
,,,"February 2020","7,416.0","5.7"
,,,"March 2020","6,954.0","8.8"
,,,"April 2020","6,311.1","12.1"
,,,"May 2020","6,387.6","14.5"
,,,"June 2020","6,848.0","12.4"
,,,"July 2020","6,957.3","12.5"
,,,"August 2020","7,109.3","11.7"
,,,"September 2020","7,229.8","9.1"
,,,"October 2020","7,293.2","8.6"
,,,"November 2020","7,326.1","8.1"
,,,"December 2020","7,282.7","8.8"
,,,"January 2021","7,012.7","10.5"
,,,"February 2021","7,158.5","9.4"
,,,"March 2021","7,289.8","8.1"
,,,"April 2021","7,191.2","9.2"
,,,"May 2021","7,261.0","9.7"
,,,"June 2021","7,435.2","8.6"
,,,"July 2021","7,481.7","8.6"
,,,"August 2021","7,507.1","8.9"
,,,"September 2021","7,532.2","7.1"
,,,"October 2021","7,601.9","6.3"
,,,"November 2021","7,680.3","5.8"
,,,"December 2021","7,706.2","5.5"
,,,"January 2022","7,448.5","7.6"
,,,"February 2022","7,665.5","5.7"
,,,"March 2022","7,672.0","5.7"
,,,"April 2022","7,745.0","5.4"
,,,"May 2022","7,878.0","5.5"
,,,"June 2022","7,893.2","5.1"
,,,"July 2022","7,845.1","5.6"
,,,"August 2022","7,818.9","6.3"
,,,"September 2022","7,717.4","5.3"
,,,"October 2022","7,799.9","5.2"
,,,"November 2022","7,834.1","5.0"
,,,"December 2022","7,851.6","4.5"
,,,"January 2023","7,801.6","5.4"
,,,"February 2023","7,863.8","5.1"
,,,"March 2023","7,880.2","5.4"
,,,"April 2023","7,953.7","4.8"
,,,"May 2023","8,064.5","5.8"
,,,"June 2023","8,157.3","5.5"
,,,"July 2023","8,099.1","6.2"
,,,"August 2023","8,090.5","6.8"
,,,"September 2023","8,015.8","5.8"
,,,"October 2023","8,044.1","5.9"
,,,"November 2023","8,078.6","5.4"
,,,"December 2023","8,024.4","5.4"
,,,"January 2024","7,956.2","6.3"
,,,"February 2024","7,993.7","6.5"
,,,"March 2024","8,015.9","7.0"
,,,"April 2024","8,090.3","6.7"
,,,"May 2024","8,234.5","7.0"
,,,"June 2024","8,281.8","6.9"
,,,"July 2024","8,243.0","7.4"
,,,"August 2024","8,210.4","8.3"
,,,"September 2024","8,198.1","6.7"
,,,"October 2024","8,184.4","6.5"
,,,"November 2024","8,172.7","7.2"
,,,"December 2024","8,172.7","6.8"
,,,"January 2025","8,138.7","7.7"
,,,"February 2025","8,185.2","7.3"
,,,"March 2025","8,142.5","7.8"
,,,"April 2025","8,168.0","7.7"
,,,"May 2025","8,283.6","8.2"
,,,"June 2025","8,358.4","7.5"
,"Men+",,"January 2016","3,536.0","7.4"
,,,"February 2016","3,558.0","7.6"
,,,"March 2016","3,536.6","8.2"
,,,"April 2016","3,557.0","7.8"
,,,"May 2016","3,683.8","6.7"
,,,"June 2016","3,699.7","6.4"
,,,"July 2016","3,711.8","6.5"
,,,"August 2016","3,721.3","7.1"
,,,"September 2016","3,648.2","6.3"
,,,"October 2016","3,674.1","6.1"
,,,"November 2016","3,686.2","5.8"
,,,"December 2016","3,673.6","5.7"
,,,"January 2017","3,621.6","7.3"
,,,"February 2017","3,637.0","6.8"
,,,"March 2017","3,632.6","7.3"
,,,"April 2017","3,662.5","6.4"
,,,"May 2017","3,773.0","6.7"
,,,"June 2017","3,774.5","6.3"
,,,"July 2017","3,803.7","6.4"
,,,"August 2017","3,835.8","5.7"
,,,"September 2017","3,744.4","5.8"
,,,"October 2017","3,776.5","5.7"
,,,"November 2017","3,800.2","5.4"
,,,"December 2017","3,772.8","5.4"
,,,"January 2018","3,692.2","6.1"
,,,"February 2018","3,695.2","6.1"
,,,"March 2018","3,726.0","6.3"
,,,"April 2018","3,750.0","5.7"
,,,"May 2018","3,847.3","5.6"
,,,"June 2018","3,889.6","5.6"
,,,"July 2018","3,924.7","5.7"
,,,"August 2018","3,893.4","5.5"
,,,"September 2018","3,824.9","5.4"
,,,"October 2018","3,836.2","5.4"
,,,"November 2018","3,849.3","5.1"
,,,"December 2018","3,833.9","4.9"
,,,"January 2019","3,771.2","6.5"
,,,"February 2019","3,791.0","6.4"
,,,"March 2019","3,803.3","6.7"
,,,"April 2019","3,851.1","6.2"
,,,"May 2019","3,942.6","5.6"
,,,"June 2019","3,953.3","5.5"
,,,"July 2019","3,981.2","6.0"
,,,"August 2019","4,017.9","5.9"
,,,"September 2019","3,949.0","4.8"
,,,"October 2019","3,920.0","4.9"
,,,"November 2019","3,923.9","5.2"
,,,"December 2019","3,910.2","5.1"
,,,"January 2020","3,861.9","5.6"
,,,"February 2020","3,889.9","6.0"
,,,"March 2020","3,724.8","8.3"
,,,"April 2020","3,389.0","11.7"
,,,"May 2020","3,444.3","13.9"
,,,"June 2020","3,671.1","11.6"
,,,"July 2020","3,731.8","11.8"
,,,"August 2020","3,799.4","11.0"
,,,"September 2020","3,823.7","9.2"
,,,"October 2020","3,845.1","8.6"
,,,"November 2020","3,846.9","8.4"
,,,"December 2020","3,830.1","9.0"
,,,"January 2021","3,700.7","10.8"
,,,"February 2021","3,788.3","9.1"
,,,"March 2021","3,847.0","8.4"
,,,"April 2021","3,821.3","8.9"
,,,"May 2021","3,860.8","9.4"
,,,"June 2021","3,915.0","8.9"
,,,"July 2021","3,973.1","8.5"
,,,"August 2021","3,984.3","8.3"
,,,"September 2021","3,956.0","7.2"
,,,"October 2021","4,003.9","6.2"
,,,"November 2021","4,028.5","6.1"
,,,"December 2021","4,043.2","5.4"
,,,"January 2022","3,925.8","7.5"
,,,"February 2022","4,018.9","6.1"
,,,"March 2022","4,030.7","5.4"
,,,"April 2022","4,067.4","5.7"
,,,"May 2022","4,128.3","5.7"
,,,"June 2022","4,148.3","5.1"
,,,"July 2022","4,172.3","5.1"
,,,"August 2022","4,169.4","5.6"
,,,"September 2022","4,090.2","5.2"
,,,"October 2022","4,121.0","4.8"
,,,"November 2022","4,133.7","4.9"
,,,"December 2022","4,123.2","4.6"
,,,"January 2023","4,078.1","5.7"
,,,"February 2023","4,118.3","5.2"
,,,"March 2023","4,145.9","5.6"
,,,"April 2023","4,201.6","5.0"
,,,"May 2023","4,263.6","5.3"
,,,"June 2023","4,320.3","5.3"
,,,"July 2023","4,333.8","5.3"
,,,"August 2023","4,330.1","5.8"
,,,"September 2023","4,241.1","5.5"
,,,"October 2023","4,246.9","5.9"
,,,"November 2023","4,265.0","5.5"
,,,"December 2023","4,217.4","5.8"
,,,"January 2024","4,164.9","6.9"
,,,"February 2024","4,194.1","7.0"
,,,"March 2024","4,203.4","7.7"
,,,"April 2024","4,258.2","7.3"
,,,"May 2024","4,345.1","7.2"
,,,"June 2024","4,354.0","7.3"
,,,"July 2024","4,377.0","7.4"
,,,"August 2024","4,375.9","8.0"
,,,"September 2024","4,339.4","7.1"
,,,"October 2024","4,327.5","6.9"
,,,"November 2024","4,319.6","7.6"
,,,"December 2024","4,319.8","7.3"
,,,"January 2025","4,284.0","8.3"
,,,"February 2025","4,305.5","7.8"
,,,"March 2025","4,283.1","8.6"
,,,"April 2025","4,317.7","8.3"
,,,"May 2025","4,382.2","8.4"
,,,"June 2025","4,424.4","7.8"
,"Women+",,"January 2016","3,262.9","6.1"
,,,"February 2016","3,260.2","5.9"
,,,"March 2016","3,272.4","6.3"
,,,"April 2016","3,285.2","6.5"
,,,"May 2016","3,333.9","6.6"
,,,"June 2016","3,359.5","6.2"
,,,"July 2016","3,276.4","7.3"
,,,"August 2016","3,287.6","7.7"
,,,"September 2016","3,275.0","6.2"
,,,"October 2016","3,294.4","5.8"
,,,"November 2016","3,315.0","5.2"
,,,"December 2016","3,305.8","5.7"
,,,"January 2017","3,302.1","6.0"
,,,"February 2017","3,305.2","5.7"
,,,"March 2017","3,301.1","6.1"
,,,"April 2017","3,317.5","5.5"
,,,"May 2017","3,384.3","6.4"
,,,"June 2017","3,426.9","6.0"
,,,"July 2017","3,397.8","7.0"
,,,"August 2017","3,384.1","7.2"
,,,"September 2017","3,391.2","5.4"
,,,"October 2017","3,407.5","5.2"
,,,"November 2017","3,427.8","4.8"
,,,"December 2017","3,430.4","4.9"
,,,"January 2018","3,371.7","5.5"
,,,"February 2018","3,385.6","5.1"
,,,"March 2018","3,369.5","5.6"
,,,"April 2018","3,394.8","5.1"
,,,"May 2018","3,429.3","6.5"
,,,"June 2018","3,462.8","6.3"
,,,"July 2018","3,462.3","6.6"
,,,"August 2018","3,417.8","7.9"
,,,"September 2018","3,426.7","5.7"
,,,"October 2018","3,457.0","5.0"
,,,"November 2018","3,464.8","4.5"
,,,"December 2018","3,479.6","4.4"
,,,"January 2019","3,441.4","5.0"
,,,"February 2019","3,475.5","4.8"
,,,"March 2019","3,436.1","5.9"
,,,"April 2019","3,470.2","5.7"
,,,"May 2019","3,533.8","5.4"
,,,"June 2019","3,559.4","5.2"
,,,"July 2019","3,483.1","6.6"
,,,"August 2019","3,509.8","6.9"
,,,"September 2019","3,527.0","5.3"
,,,"October 2019","3,549.6","4.8"
,,,"November 2019","3,569.2","4.5"
,,,"December 2019","3,584.6","4.1"
,,,"January 2020","3,544.4","5.1"
,,,"February 2020","3,526.1","5.3"
,,,"March 2020","3,229.2","9.4"
,,,"April 2020","2,922.0","12.4"
,,,"May 2020","2,943.3","15.3"
,,,"June 2020","3,176.9","13.2"
,,,"July 2020","3,225.5","13.3"
,,,"August 2020","3,309.9","12.5"
,,,"September 2020","3,406.1","9.0"
,,,"October 2020","3,448.0","8.7"
,,,"November 2020","3,479.2","7.7"
,,,"December 2020","3,452.6","8.6"
,,,"January 2021","3,312.0","10.2"
,,,"February 2021","3,370.2","9.8"
,,,"March 2021","3,442.8","7.8"
,,,"April 2021","3,369.9","9.6"
,,,"May 2021","3,400.2","10.1"
,,,"June 2021","3,520.2","8.3"
,,,"July 2021","3,508.7","8.7"
,,,"August 2021","3,522.8","9.6"
,,,"September 2021","3,576.3","7.0"
,,,"October 2021","3,598.0","6.3"
,,,"November 2021","3,651.8","5.5"
,,,"December 2021","3,663.0","5.5"
,,,"January 2022","3,522.7","7.6"
,,,"February 2022","3,646.6","5.2"
,,,"March 2022","3,641.3","6.0"
,,,"April 2022","3,677.6","5.2"
,,,"May 2022","3,749.7","5.4"
,,,"June 2022","3,744.9","5.0"
,,,"July 2022","3,672.9","6.1"
,,,"August 2022","3,649.5","7.2"
,,,"September 2022","3,627.2","5.5"
,,,"October 2022","3,678.9","5.6"
,,,"November 2022","3,700.4","5.1"
,,,"December 2022","3,728.4","4.4"
,,,"January 2023","3,723.6","5.1"
,,,"February 2023","3,745.5","5.0"
,,,"March 2023","3,734.4","5.2"
,,,"April 2023","3,752.1","4.7"
,,,"May 2023","3,800.9","6.2"
,,,"June 2023","3,837.0","5.8"
,,,"July 2023","3,765.3","7.2"
,,,"August 2023","3,760.3","7.9"
,,,"September 2023","3,774.8","6.0"
,,,"October 2023","3,797.2","5.8"
,,,"November 2023","3,813.6","5.4"
,,,"December 2023","3,807.0","5.0"
,,,"January 2024","3,791.3","5.6"
,,,"February 2024","3,799.6","6.0"
,,,"March 2024","3,812.5","6.3"
,,,"April 2024","3,832.0","5.9"
,,,"May 2024","3,889.4","6.8"
,,,"June 2024","3,927.8","6.4"
,,,"July 2024","3,866.0","7.4"
,,,"August 2024","3,834.5","8.7"
,,,"September 2024","3,858.7","6.2"
,,,"October 2024","3,856.9","6.1"
,,,"November 2024","3,853.1","6.8"
,,,"December 2024","3,852.9","6.2"
,,,"January 2025","3,854.7","7.0"
,,,"February 2025","3,879.8","6.6"
,,,"March 2025","3,859.4","7.0"
,,,"April 2025","3,850.3","7.0"
,,,"May 2025","3,901.4","7.9"
,,,"June 2025","3,934.0","7.3"
"Manitoba","Total - Gender",,"January 2016","620.9","6.4"
,,,"February 2016","628.1","6.1"
,,,"March 2016","633.2","6.1"
,,,"April 2016","632.5","6.2"
,,,"May 2016","645.7","5.9"
,,,"June 2016","648.2","5.7"
,,,"July 2016","645.0","6.9"
,,,"August 2016","643.0","7.3"
,,,"September 2016","640.5","5.9"
,,,"October 2016","642.8","5.3"
,,,"November 2016","638.2","5.4"
,,,"December 2016","637.9","5.5"
,,,"January 2017","632.7","6.2"
,,,"February 2017","635.3","5.8"
,,,"March 2017","638.6","5.8"
,,,"April 2017","640.7","5.5"
,,,"May 2017","654.8","5.1"
,,,"June 2017","660.7","4.6"
,,,"July 2017","658.9","5.5"
,,,"August 2017","657.9","6.0"
,,,"September 2017","652.1","4.8"
,,,"October 2017","656.6","4.3"
,,,"November 2017","649.7","5.1"
,,,"December 2017","647.7","5.2"
,,,"January 2018","640.2","5.9"
,,,"February 2018","638.4","6.1"
,,,"March 2018","643.2","6.4"
,,,"April 2018","645.9","6.4"
,,,"May 2018","658.7","6.1"
,,,"June 2018","667.8","5.4"
,,,"July 2018","657.6","6.6"
,,,"August 2018","662.1","6.9"
,,,"September 2018","657.5","5.2"
,,,"October 2018","659.2","5.4"
,,,"November 2018","656.8","5.4"
,,,"December 2018","655.8","5.7"
,,,"January 2019","652.4","6.1"
,,,"February 2019","651.0","5.6"
,,,"March 2019","655.4","5.2"
,,,"April 2019","658.6","5.3"
,,,"May 2019","670.5","5.2"
,,,"June 2019","676.0","5.0"
,,,"July 2019","663.2","6.3"
,,,"August 2019","666.3","6.3"
,,,"September 2019","663.6","4.5"
,,,"October 2019","664.6","4.8"
,,,"November 2019","657.8","5.3"
,,,"December 2019","659.8","4.4"
,,,"January 2020","660.0","5.3"
,,,"February 2020","661.9","5.3"
,,,"March 2020","633.1","6.9"
,,,"April 2020","572.5","11.8"
,,,"May 2020","597.0","11.7"
,,,"June 2020","631.9","9.8"
,,,"July 2020","638.6","9.6"
,,,"August 2020","646.7","9.7"
,,,"September 2020","661.8","6.7"
,,,"October 2020","658.8","6.4"
,,,"November 2020","636.5","7.2"
,,,"December 2020","628.6","7.8"
,,,"January 2021","626.9","8.3"
,,,"February 2021","644.8","7.0"
,,,"March 2021","649.7","7.1"
,,,"April 2021","659.6","7.5"
,,,"May 2021","670.2","7.0"
,,,"June 2021","668.1","7.0"
,,,"July 2021","671.6","6.9"
,,,"August 2021","668.8","7.6"
,,,"September 2021","677.0","5.0"
,,,"October 2021","678.9","4.4"
,,,"November 2021","675.2","4.8"
,,,"December 2021","677.7","4.9"
,,,"January 2022","674.3","5.0"
,,,"February 2022","685.2","4.4"
,,,"March 2022","678.3","4.8"
,,,"April 2022","681.6","5.1"
,,,"May 2022","694.6","4.3"
,,,"June 2022","701.1","3.6"
,,,"July 2022","691.9","4.5"
,,,"August 2022","683.7","6.7"
,,,"September 2022","688.3","4.0"
,,,"October 2022","695.5","4.0"
,,,"November 2022","689.8","3.8"
,,,"December 2022","691.0","4.1"
,,,"January 2023","685.1","4.4"
,,,"February 2023","692.7","4.8"
,,,"March 2023","699.2","4.8"
,,,"April 2023","695.1","5.2"
,,,"May 2023","718.8","4.7"
,,,"June 2023","722.6","4.1"
,,,"July 2023","707.5","5.7"
,,,"August 2023","707.3","7.0"
,,,"September 2023","713.0","4.7"
,,,"October 2023","715.4","4.5"
,,,"November 2023","711.4","4.5"
,,,"December 2023","713.1","4.0"
,,,"January 2024","715.3","4.1"
,,,"February 2024","711.0","4.7"
,,,"March 2024","707.4","5.5"
,,,"April 2024","710.8","5.8"
,,,"May 2024","735.6","4.9"
,,,"June 2024","742.5","4.7"
,,,"July 2024","723.5","6.4"
,,,"August 2024","728.4","7.3"
,,,"September 2024","730.9","5.1"
,,,"October 2024","731.9","5.5"
,,,"November 2024","732.1","5.5"
,,,"December 2024","723.8","5.8"
,,,"January 2025","722.1","6.0"
,,,"February 2025","726.7","6.1"
,,,"March 2025","726.5","6.1"
,,,"April 2025","731.3","5.7"
,,,"May 2025","741.8","5.8"
,,,"June 2025","753.6","4.9"
,"Men+",,"January 2016","330.2","7.1"
,,,"February 2016","331.9","7.2"
,,,"March 2016","334.0","7.0"
,,,"April 2016","335.3","7.1"
,,,"May 2016","346.0","6.7"
,,,"June 2016","347.6","6.1"
,,,"July 2016","348.3","7.4"
,,,"August 2016","349.0","6.5"
,,,"September 2016","344.0","5.7"
,,,"October 2016","342.9","5.9"
,,,"November 2016","340.7","6.0"
,,,"December 2016","338.8","5.9"
,,,"January 2017","333.4","7.1"
,,,"February 2017","337.4","6.6"
,,,"March 2017","338.6","6.7"
,,,"April 2017","338.4","6.4"
,,,"May 2017","348.4","5.6"
,,,"June 2017","354.0","4.8"
,,,"July 2017","355.3","5.4"
,,,"August 2017","356.9","4.9"
,,,"September 2017","350.4","4.4"
,,,"October 2017","350.3","4.6"
,,,"November 2017","344.9","5.4"
,,,"December 2017","340.1","5.9"
,,,"January 2018","339.3","6.9"
,,,"February 2018","338.5","6.9"
,,,"March 2018","339.7","7.6"
,,,"April 2018","344.3","7.7"
,,,"May 2018","355.1","7.0"
,,,"June 2018","361.5","5.5"
,,,"July 2018","359.2","6.5"
,,,"August 2018","362.3","6.3"
,,,"September 2018","354.6","5.4"
,,,"October 2018","355.8","5.1"
,,,"November 2018","352.8","5.2"
,,,"December 2018","349.9","6.5"
,,,"January 2019","348.1","7.1"
,,,"February 2019","347.6","6.8"
,,,"March 2019","352.4","6.0"
,,,"April 2019","352.4","6.1"
,,,"May 2019","361.0","5.9"
,,,"June 2019","365.2","5.6"
,,,"July 2019","363.0","6.3"
,,,"August 2019","365.4","5.6"
,,,"September 2019","358.9","5.0"
